name,Reference,inchi,Organism,DetectedBy,TypeOfExperiment,TypeOfDetection,Comments,,,
L-arabinose,PMID:9103202,"InChI=1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2/t2-,3-,4+,5?/m0/s1",,AraC,,,Extracted from RegulonDB v9.0 (20170228): conformation_id=ECK125147166 effector_id=ECK125147290 transcription_factor_id=ECK120012316,,,
Trehalose-6-phosphate,PMID:19787122,"InChI=1S/C12H23O14P/c13-1-3-5(14)7(16)9(18)11(24-3)26-12-10(19)8(17)6(15)4(25-12)2-23-27(20,21)22/h3-19H,1-2H2,(H2,20,21,22)",,TreR,,,Extracted from RegulonDB v9.0 (20170228): conformation_id=ECK125147356 effector_id=ECK125147380 transcription_factor_id=ECK120011406,,,
galactose,PMID:8619994,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3+,4+,5-,6?/m1/s1",,GalS,,,Extracted from RegulonDB v9.0 (20170228): conformation_id=ECK120030025 effector_id=ECK120030024 transcription_factor_id=ECK120012704,,,
5-ketogluconate,PMID:14973046,"InChI=1S/C6H10O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h3-5,7,9-11H,1H2,(H,12,13)/p-1/t3-,4+,5-/m1/s1",,IdnR,,,Extracted from RegulonDB v9.0 (20170228): conformation_id=ECK120012102 effector_id=ECK120012103 transcription_factor_id=ECK120012101,,,
Uracil,PMID:17919280,"InChI=1S/C4H4N2O2/c7-3-1-2-5-4(8)6-3/h1-2H,(H2,5,6,7,8)",,RutR,,,Extracted from RegulonDB v9.0 (20170228): conformation_id=ECK125147355 effector_id=ECK125147379 transcription_factor_id=ECK120033905,,,
galactose,PMID:8416900,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3+,4+,5-,6?/m1/s1",,GalS,,,Extracted from RegulonDB v9.0 (20170228): conformation_id=ECK120030025 effector_id=ECK120030024 transcription_factor_id=ECK120012704,,,
Co,PMID:20583753,InChI=1S/Co,,NikR,,,Extracted from RegulonDB v9.0 (20170228): conformation_id=ECK125147242 effector_id=ECK125147403 transcription_factor_id=ECK120023539,,,
Tryptophan,PMID:7961453,"InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)",,TyrR,,,Extracted from RegulonDB v9.0 (20170228): conformation_id=ECK125147270 effector_id=ECK120012178 transcription_factor_id=ECK120011194,,,
bio-5-AMP',PMID:1409631,"InChI=1S/C20H28N7O9PS/c21-17-14-18(23-7-22-17)27(8-24-14)19-16(30)15(29)10(35-19)5-34-37(32,33)36-12(28)4-2-1-3-11-13-9(6-38-11)25-20(31)26-13/h7-11,13,15-16,19,29-30H,1-6H2,(H,32,33)(H2,21,22,23)(H2,25,26,31)/t9?,10-,11+,13?,15-,16-,19-/m1/s1",,BirA,,,Extracted from RegulonDB v9.0 (20170228): conformation_id=ECK120012647 effector_id=ECK120012648 transcription_factor_id=ECK120012646,,,
Fe,PMID:1849822,InChI=1S/Fe,,Fur,,,Extracted from RegulonDB v9.0 (20170228): conformation_id=ECK125141878 effector_id=ECK125147303 transcription_factor_id=ECK120033465,,,
L-arabinose,PMID:19422057,"InChI=1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2/t2-,3-,4+,5?/m0/s1",,AraC,,,Extracted from RegulonDB v9.0 (20170228): conformation_id=ECK125147166 effector_id=ECK125147290 transcription_factor_id=ECK120012316,,,
Co,PMID:12524532,InChI=1S/Co,,NikR,,,Extracted from RegulonDB v9.0 (20170228): conformation_id=ECK125147242 effector_id=ECK125147403 transcription_factor_id=ECK120023539,,,
Fe,PMID:21097627,InChI=1S/Fe,,YqjI,,,Extracted from RegulonDB v9.0 (20170228): conformation_id=ECK125147274 effector_id=ECK125147303 transcription_factor_id=ECK125134855,,,
Trehalose-6-phosphate,PMID:9865945,"InChI=1S/C12H23O14P/c13-1-3-5(14)7(16)9(18)11(24-3)26-12-10(19)8(17)6(15)4(25-12)2-23-27(20,21)22/h3-19H,1-2H2,(H2,20,21,22)",,TreR,,,Extracted from RegulonDB v9.0 (20170228): conformation_id=ECK125147356 effector_id=ECK125147380 transcription_factor_id=ECK120011406,,,
L-fuculose-1-phosphate,PMID:3005235,"InChI=1S/C6H13O8P/c1-3(7)5(9)6(10)4(8)2-14-15(11,12)13/h3,5-7,9-10H,2H2,1H3,(H2,11,12,13)/t3-,5+,6-/m0/s1",,FucR,,,Extracted from RegulonDB v9.0 (20170228): conformation_id=ECK120033480 effector_id=ECK120033481 transcription_factor_id=ECK120013118,,,
Ethidium,PMID:17644067,"InChI=1S/C21H19N3/c1-2-24-20-13-16(23)9-11-18(20)17-10-8-15(22)12-19(17)21(24)14-6-4-3-5-7-14/h3-13,23H,2,22H2,1H3/p+1",,AcrR,,,Extracted from RegulonDB v9.0 (20170228): conformation_id=ECK125147159 effector_id=ECK125147285 transcription_factor_id=ECK120015994,,,
Pyruvate,PMID:7783622,"InChI=1S/C3H4O3/c1-2(4)3(5)6/h1H3,(H,5,6)/p-1",,PdhR,,,Extracted from RegulonDB v9.0 (20170228): conformation_id=ECK125147253 effector_id=ECK125147330 transcription_factor_id=ECK120012246,,,
Gluconate,PMID:9135111,"InChI=1S/C6H12O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h2-5,7-11H,1H2,(H,12,13)",,GntR,,,Extracted from RegulonDB v9.0 (20170228): conformation_id=ECK125147349 effector_id=ECK125147371 transcription_factor_id=ECK120012096,,,
Tryptophan,PMID:3519217,"InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)",,TrpR,,,Extracted from RegulonDB v9.0 (20170228): conformation_id=ECK120012177 effector_id=ECK120012178 transcription_factor_id=ECK120012176,,,
Pyruvate,PMID:17426033,"InChI=1S/C3H4O3/c1-2(4)3(5)6/h1H3,(H,5,6)/p-1",,IclR,,,Extracted from RegulonDB v9.0 (20170228): conformation_id=ECK120031086 effector_id=ECK125147330 transcription_factor_id=ECK120011897,,,
L-rhamnose,PMID:18366439,"InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6?/m0/s1",,RhaR,,,Extracted from RegulonDB v9.0 (20170228): conformation_id=ECK120012878 effector_id=ECK120012879 transcription_factor_id=ECK120012877,,,
MalK,PMID:15180985,,,MalT,,,Extracted from RegulonDB v9.0 (20170228): conformation_id=ECK125147396 effector_id=ECK125147395 transcription_factor_id=ECK120012218,,,
Cd,PMID:21908668,InChI=1S/Cd,,MntR,,,Extracted from RegulonDB v9.0 (20170228): conformation_id=ECK125147231 effector_id=ECK125147230 transcription_factor_id=ECK120034617,,,
Zn,PMID:16945905,InChI=1S/Zn,,NikR,,,Extracted from RegulonDB v9.0 (20170228): conformation_id=ECK125147246 effector_id=ECK120016261 transcription_factor_id=ECK120023539,,,
Ag,PMID:12958362,InChI=1S/Ag,,CueR,,,Extracted from RegulonDB v9.0 (20170228): conformation_id=ECK125147180 effector_id=ECK125147179 transcription_factor_id=ECK120034780,,,
cinnamyl-homoserine lactone,,"InChI=1S/C13H13NO3/c15-12(14-11-8-9-17-13(11)16)7-6-10-4-2-1-3-5-10/h1-7,11H,8-9H2,(H,14,15)/b7-6+/t11-/m0/s1",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0001,,,
N-(3-Hydroxy-5-methylhexanoyl)-L-homoserine lactone,,"InChI=1S/C11H19NO3/c1-8(2)4-3-5-10(13)12-9-6-7-15-11(9)14/h8-9H,3-7H2,1-2H3,(H,12,13)/t9-/m0/s1",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0002,,,
N-(3-Hydroxy-7-methyloctanoyl)-L-homoserine lactone,,"InChI=1S/C13H23NO4/c1-9(2)4-3-5-10(15)8-12(16)14-11-6-7-18-13(11)17/h9-11,15H,3-8H2,1-2H3,(H,14,16)/t10?,11-/m0/s1",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0003,,,
N-(3-Hydroxybutanoyl)-L-homoserine lactone,,"InChI=1S/C8H13NO4/c1-5(10)4-7(11)9-6-2-3-13-8(6)12/h5-6,10H,2-4H2,1H3,(H,9,11)",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0004,,,
N-(3-Hydroxydecanoyl)-L-homoserine lactone,,"InChI=1S/C14H25NO4/c1-2-3-4-5-6-7-11(16)10-13(17)15-12-8-9-19-14(12)18/h11-12,16H,2-10H2,1H3,(H,15,17)",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0005,,,
N-(3-Hydroxydodecanoyl)-L-homoserine lactone,,"InChI=1S/C16H29NO4/c1-2-3-4-5-6-7-8-9-13(18)12-15(19)17-14-10-11-21-16(14)20/h13-14,18H,2-12H2,1H3,(H,17,19)",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0006,,,
N-(3-Hydroxyhexadec-9-enoyl)-L-homoserine lactone,,"InChI=1/C20H35NO4/c1-2-3-4-5-6-7-8-9-10-11-12-13-17(22)16-19(23)21-18-14-15-25-20(18)24/h7-8,17-18,22H,2-6,9-16H2,1H3,(H,21,23)/b8-7+",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0007,,,
N-(3-Hydroxyhexadecanoyl)-L-homoserine lactone,,"InChI=1S/C20H37NO4/c1-2-3-4-5-6-7-8-9-10-11-12-13-17(22)16-19(23)21-18-14-15-25-20(18)24/h17-18,22H,2-16H2,1H3,(H,21,23)",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0008,,,
N-(3-Hydroxyhexanoyl)-L-homoserine lactone,,"InChI=1S/C10H17NO4/c1-2-3-7(12)6-9(13)11-8-4-5-15-10(8)14/h7-8,12H,2-6H2,1H3,(H,11,13) ",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0009,,,
N-(3-hydroxyoctanoyl)-L-homoserine lactone,,"InChI=1S/C12H21NO4/c1-2-3-4-5-9(14)8-11(15)13-10-6-7-17-12(10)16/h9-10,14H,2-8H2,1H3,(H,13,15)",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0010,,,
N-(3-Hydroxytetradec-7-enoyl)-L-homoserine lactone,,"InChI=1S/C18H31NO4/c1-2-3-4-5-6-7-8-9-10-11-15(20)14-17(21)19-16-12-13-23-18(16)22/h7-8,15-16,20H,2-6,9-14H2,1H3,(H,19,21)/b8-7-/t15?,16-/m0/s1 ",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0011,,,
N-(3-Hydroxytetradec-9-enoyl)-L-homoserine lactone,,"InChI=1S/C18H31NO4/c1-2-3-4-5-6-7-8-9-10-11-15(20)14-17(21)19-16-12-13-23-18(16)22/h7-8,15-16,20H,2-6,9-14H2,1H3,(H,19,21)/b8-7-/t15?,16-/m0/s1 ",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0012,,,
N-(3-Hydroxytetradecanoyl)-L-homoserine lactone,,"InChI=1S/C18H33NO4/c1-2-3-4-5-6-7-8-9-10-11-15(20)14-17(21)19-16-12-13-23-18(16)22/h15-16,20H,2-14H2,1H3,(H,19,21)/t15?,16-/m0/s1 ",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0013,,,
N-(3-Oxodecanoyl)-L-homoserine lactone,,"InChI=1S/C14H23NO4/c1-2-3-4-5-6-7-11(16)10-13(17)15-12-8-9-19-14(12)18/h12H,2-10H2,1H3,(H,15,17)/t12-/m0/s1",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0014,,,
N-(3-Oxododecanoyl)-L-homoserine lactone,,"InChI=1S/C16H27NO4/c1-2-3-4-5-6-7-8-9-13(18)12-15(19)17-14-10-11-21-16(14)20/h14H,2-12H2,1H3,(H,17,19)/t14-/m0/s1",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0015,,,
N-(3-Oxoheptanoyl)-l-homoserine lactone,,"InChI=1S/C11H17NO4/c1-2-3-4-8(13)7-10(14)12-9-5-6-16-11(9)15/h9H,2-7H2,1H3,(H,12,14)",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0016,,,
N-(3-Oxohexadec-9-enoyl)-L-homoserine lactone,,"InChI=1S/C20H33NO4/c1-2-3-4-5-6-7-8-9-10-11-12-13-17(22)16-19(23)21-18-14-15-25-20(18)24/h7-8,18H,2-6,9-16H2,1H3,(H,21,23)/b8-7-/t18-/m0/s1",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0017,,,
N-(3-Oxohexadecanoyl)-L-homoserine lactone,,"InChI=1S/C20H35NO4/c1-2-3-4-5-6-7-8-9-10-11-12-13-17(22)16-19(23)21-18-14-15-25-20(18)24/h18H,2-16H2,1H3,(H,21,23)/t18-/m0/s1",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0018,,,
N-(3-Oxohexanoyl)-L-homoserine lactone,,"InChI=1S/C10H15NO4/c1-2-3-7(12)6-9(13)11-8-4-5-15-10(8)14/h8H,2-6H2,1H3,(H,11,13)/t8-/m0/s1",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0019,,,
N-(3-Oxononanoyl)-L-homoserine lactone,,"InChI=1S/C13H21NO4/c1-2-3-4-5-6-10(15)9-12(16)14-11-7-8-18-13(11)17/h11H,2-9H2,1H3,(H,14,16) ",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0020,,,
N-(3-Oxooctanoyl)-L-homoserine lactone,,"InChI=1S/C12H19NO4/c1-2-3-4-5-9(14)8-11(15)13-10-6-7-17-12(10)16/h10H,2-8H2,1H3,(H,13,15)/t10-/m0/s1",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0021,,,
N-(3-Oxotetradec-7-enoyl)-L-homoserine lactone,,"InChI=1S/C18H29NO4/c1-2-3-4-5-6-7-8-9-10-11-15(20)14-17(21)19-16-12-13-23-18(16)22/h7-8,16H,2-6,9-14H2,1H3,(H,19,21)/b8-7-/t16-/m0/s1",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0022,,,
N-(3-Oxotetradecanoyl)-L-homoserine lactone,,"InChI=1S/C18H31NO4/c1-2-3-4-5-6-7-8-9-10-11-15(20)14-17(21)19-16-12-13-23-18(16)22/h16H,2-14H2,1H3,(H,19,21)/t16-/m0/s1",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0023,,,
N-(5-methylhexanoyl)-L-homoserine lactone,,"InChI=1S/C11H19NO4/c1-7(2)5-8(13)6-10(14)12-9-3-4-16-11(9)15/h7-9,13H,3-6H2,1-2H3,(H,12,14)/t8?,9-/m0/s1",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0024,,,
N-(7-methyloctanoyl)-L-homoserine lactone,,"InChI=1S/C13H23NO3/c1-10(2)6-4-3-5-7-12(15)14-11-8-9-17-13(11)16/h10-11H,3-9H2,1-2H3,(H,14,15)/t11-/m0/s1",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0026,,,
N-(p-Coumaroyl)-L-homoserine lactone,,"InChI=1S/C13H13NO4/c15-10-4-1-9(2-5-10)3-6-12(16)14-11-7-8-18-13(11)17/h1-6,11,15H,7-8H2,(H,14,16)/b6-3+/t11-/m0/s1",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0027,,,
N-Butyryl-L-homoserine lactone,,"InChI=1S/C8H13NO3/c1-2-3-7(10)9-6-4-5-12-8(6)11/h6H,2-5H2,1H3,(H,9,10)/t6-/m0/s1",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0028,,,
N-Decanoyl-L-homoserine lactone,,"InChI=1S/C14H25NO3/c1-2-3-4-5-6-7-8-9-13(16)15-12-10-11-18-14(12)17/h12H,2-11H2,1H3,(H,15,16)/t12-/m0/s1",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0029,,,
N-Decenoyl-L-homoserine lactone,,"InChI=1/C14H23NO3/c1-2-3-4-5-6-7-8-9-13(16)15-12-10-11-18-14(12)17/h2,12H,1,3-11H2,(H,15,16)",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0030,,,
N-Dodecanoyl-L-homoserine lactone,,"InChI=1S/C16H29NO3/c1-2-3-4-5-6-7-8-9-10-11-15(18)17-14-12-13-20-16(14)19/h14H,2-13H2,1H3,(H,17,18)/t14-/m0/s1",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0031,,,
N-Heptadec-9-enoyl-L-alanine methyl ester,,"InChI=1/C21H39NO3/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-20(23)22-19(2)21(24)25-3/h10-11,19H,4-9,12-18H2,1-3H3,(H,22,23)/b11-10-",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0034,,,
N-Heptanoyl-L-homoserine lactone,,"InChI=1S/C11H19NO3/c1-2-3-4-5-6-10(13)12-9-7-8-15-11(9)14/h9H,2-8H2,1H3,(H,12,13)/t9-/m0/s1",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0035,,,
"N-Hexadec-2,9-dienoyl-L-homoserine lactone",,"InChI=1/C20H33NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19(22)21-18-16-17-24-20(18)23/h7-8,14-15,18H,2-6,9-13,16-17H2,1H3,(H,21,22)/b8-7+,15-14+",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0036,,,
N-Hexadec-9-enoyl-L-alanine methyl ester,,"InChI=1/C20H37NO3/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-19(22)21-18(2)20(23)24-3/h9-10,18H,4-8,11-17H2,1-3H3,(H,21,22)/b10-9-",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0037,,,
N-Hexadec-9-enoyl-L-Homoserine lactone,,"InChI=1S/C20H35NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19(22)21-18-16-17-24-20(18)23/h7-8,18H,2-6,9-17H2,1H3,(H,21,22)/b8-7+",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0038,,,
N-Hexadecanoyl-L-alanine Methyl Ester,,"InChI=1/C20H39NO3/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-19(22)21-18(2)20(23)24-3/h18H,4-17H2,1-3H3,(H,21,22)",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0039,,,
N-Hexadecanoyl-L-homoserine lactone,,"InChI=1S/C20H37NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19(22)21-18-16-17-24-20(18)23/h18H,2-17H2,1H3,(H,21,22)",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0040,,,
N-Hexanoyl-L-homoserine lactone,,"InChI=1S/C10H17NO3/c1-2-3-4-5-9(12)11-8-6-7-14-10(8)13/h8H,2-7H2,1H3,(H,11,12)/t8-/m0/s1",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0041,,,
N-Homoadipyl-L-homoserine lactone,,"InChI=1/C12H19NO5/c14-10(4-2-1-3-5-11(15)16)13-8-9-6-7-18-12(9)17/h9H,1-8H2,(H,13,14)(H,15,16)",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0042,,,
N-Isovaleryl-L-homoserine lactone,,"InChI=1S/C9H15NO3/c1-6(2)5-8(11)10-7-3-4-13-9(7)12/h6-7H,3-5H2,1-2H3,(H,10,11)/t7-/m0/s1",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0043,,,
N-Oct-2-enoyl-L-homoserine lactone,,"InChI=1/C12H19NO3/c1-2-3-4-5-6-7-11(14)13-10-8-9-16-12(10)15/h6-7,10H,2-5,8-9H2,1H3,(H,13,14)/b7-6+",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0044,,,
N-Octadec-11-enoyl-L-Homoserine lactone,,"InChI=1S/C22H39NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)23-20-18-19-26-22(20)25/h9-10,20H,2-8,11-19H2,1H3,(H,23,24)/b10-9-/t20-/m0/s1",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0045,,,
"N-Octadec-2,11-dienoyl-L-homoserine lactone",,"InChI=1S/C22H37NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)23-20-18-19-26-22(20)25/h7-8,16-17,20H,2-6,9-15,18-19H2,1H3,(H,23,24)/b8-7+,17-16+/t20-/m0/s1",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0046,,,
N-Octadecanoyl-L-homoserine lactone,,"InChI=1S/C22H41NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)23-20-18-19-26-22(20)25/h20H,2-19H2,1H3,(H,23,24)",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0047,,,
N-Octanoyl-L-homoserine lactone,,"InChI=1S/C12H21NO3/c1-2-3-4-5-6-7-11(14)13-10-8-9-16-12(10)15/h10H,2-9H2,1H3,(H,13,14)/t10-/m0/s1",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0048,,,
N-Pentadec-9-enoyl-L-homoserine lactone,,"InChI=1/C19H33NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-18(21)20-17-15-16-23-19(17)22/h6-7,17H,2-5,8-16H2,1H3,(H,20,21)/b7-6-",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0049,,,
N-Pentadecanoyl-L-alanine Methyl Ester,,"InChI=1/C19H37NO3/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-18(21)20-17(2)19(22)23-3/h17H,4-16H2,1-3H3,(H,20,21)",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0050,,,
N-Pentanoyl-L-homoserine lactone,,"InChI=1S/C9H15NO3/c1-2-3-4-8(11)10-7-5-6-13-9(7)12/h7H,2-6H2,1H3,(H,10,11)",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0051,,,
"N-Tetradec-2,7-dienoyl-L-homoserine lactone",,"InChI=1S/C18H29NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-17(20)19-16-14-15-22-18(16)21/h7-8,12-13,16H,2-6,9-11,14-15H2,1H3,(H,19,20)/b8-7+,13-12+ ",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0052,,,
N-Tetradec-7-enoyl-L-homoserine lactone,,"InChI=1S/C18H31NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-17(20)19-16-14-15-22-18(16)21/h7-8,16H,2-6,9-15H2,1H3,(H,19,20)/b8-7+",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0053,,,
N-Tetradecanoyl-L-alanine Methyl Ester,,"InChI=1/C18H35NO3/c1-4-5-6-7-8-9-10-11-12-13-14-15-17(20)19-16(2)18(21)22-3/h16H,4-15H2,1-3H3,(H,19,20)",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0054,,,
N-Tetradecanoyl-L-homoserine lactone,,"InChI=1S/C18H33NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-17(20)19-16-14-15-22-18(16)21/h16H,2-15H2,1H3,(H,19,20)/t16-/m0/s1",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0055,,,
"(1S,4S,5R)-7,7-dihydroxy-1-methyl-2,6,8-trioxa-7-boranuidabicyclo[3.3.0]octane-4,5-diol",,"InChI=1S/C5H10BO7/c1-4-5(8,3(7)2-11-4)13-6(9,10)12-4/h3,7-10H,2H2,1H3/q-1/t3-,4+,5+/m0/s1",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0056,,,
"(2R,4S)-2-Methyldihydro-2,3,3,4(2H)-furantetrol",,"InChI=1S/C5H10O5/c1-4(7)5(8,9)3(6)2-10-4/h3,6-9H,2H2,1H3/t3-,4+/m0/s1 ",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0057,,,
Autoinducer-2,,"InChI=1S/C5H10BO7/c1-4-5(8,3(7)2-11-4)13-6(9,10)12-4/h3,7-10H,2H2,1H3/q-1/t3-,4+,5+/m0/s1",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0058,,,
"3-benzyl-6-isobutylidene-2,5-piperazinedione",,"InChI=1S/C15H18N2O2/c1-10(2)8-12-14(18)17-13(15(19)16-12)9-11-6-4-3-5-7-11/h3-8,10,13H,9H2,1-2H3,(H,16,19)(H,17,18)/b12-8-/t13-/m0/s1",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0059,,,
"3-benzylidene-6- isobutyl-2,5-piperazinedione",,"InChI=1S/C15H18N2O2/c1-10(2)8-12-14(18)17-13(15(19)16-12)9-11-6-4-3-5-7-11/h3-7,9-10,12H,8H2,1-2H3,(H,16,19)(H,17,18)/b13-9-/t12-/m0/s1",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0060,,,
cyclo(Ala-Val),," InChI=1/C10H16N2O2/c1-5(2)7-9(13)12-8(6(3)4)10(14)11-7/h5,7H,1-4H3,(H,11,14)(H,12,13)",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0061,,,
cyclo(D-4-OH-Pro-L-Tyr),,"InChI=1S/C10H16N2O2/c1-6(2)8-10(14)12-5-3-4-7(12)9(13)11-8/h6-8H,3-5H2,1-2H3,(H,11,13)/t7-,8?/m1/s1 ",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0062,,,
cyclo(D-4-OH-Pro-L-Val),,"InChI=1S/C10H16N2O3/c1-5(2)8-10(15)12-4-6(13)3-7(12)9(14)11-8/h5-8,13H,3-4H2,1-2H3,(H,11,14)",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0063,,,
cyclo(D-Leu- trans-4-OH-L-Pro),,"InChI=1S/C11H18N2O3/c1-6(2)3-8-11(16)13-5-7(14)4-9(13)10(15)12-8/h6-9,14H,3-5H2,1-2H3,(H,12,15)/t7-,8+,9-/m1/s1",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0064,,,
cyclo(D-Pro-L-Tyr),,"InChI=1S/C14H16N2O3/c17-10-5-3-9(4-6-10)8-11-14(19)16-7-1-2-12(16)13(18)15-11/h3-6,11-12,17H,1-2,7-8H2,(H,15,18)/t11-,12-/m0/s1",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0065,,,
cyclo(Gly-L-Phe),,"InChI=1S/C11H12N2O2/c14-10-7-12-11(15)9(13-10)6-8-4-2-1-3-5-8/h1-5,9H,6-7H2,(H,12,15)(H,13,14)/t9-/m0/s1",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0066,,,
cyclo(Gly-L-Tyr),,"InChI=1S/C11H12N2O3/c14-8-3-1-7(2-4-8)5-9-11(16)12-6-10(15)13-9/h1-4,9,14H,5-6H2,(H,12,16)(H,13,15)/t9-/m0/s1 ",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0067,,,
cyclo(Gly-L-Val),,"InChI=1S/C7H12N2O2/c1-4(2)6-7(11)8-3-5(10)9-6/h4,6H,3H2,1-2H3,(H,8,11)(H,9,10)/t6-/m0/s1",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0068,,,
cyclo(L- Pro-L-Tyr),,"InChI=1S/C14H16N2O3/c17-10-5-3-9(4-6-10)8-11-14(19)16-7-1-2-12(16)13(18)15-11/h3-6,11-12,17H,1-2,7-8H2,(H,15,18)/t11-,12-/m0/s1",,,,,Extracted from Sigmol v20170216 - Uniq_QSSM_0069,,,
